Date,Time,Currency,Impact,Title,Actual,Forecast,Previous,Alerts
06-22-2018,8:30,CAD,M,Trimmed CPI y/y,1.90%,,2.10%,
06-22-2018,8:43,CAD,L,Core CPI m/m,-0.10%,,0.10%,
06-22-2018,8:59,EUR,L,Belgian NBB Business Climate,0.6,0,0.2,
06-22-2018,9:45,USD,L,Flash Manufacturing PMI,54.6,56.3,56.4,56.6
06-22-2018,9:45,USD,L,Flash Services PMI,56.5,56.4,56.8,55.7
06-24-2018,19:50,JPY,L,BOJ Summary of Opinions,,,,
06-25-2018,4:00,EUR,M,German Ifo Business Climate,101.8,101.9,102.3,102.2
06-25-2018,10:00,USD,L,New Home Sales,689K,665K,646K,662K
06-25-2018,19:50,JPY,L,SPPI y/y,1.00%,1.00%,1.00%,0.90%
06-26-2018,1:00,JPY,L,BOJ Core CPI y/y,0.50%,0.60%,0.50%,
06-26-2018,4:30,GBP,L,High Street Lending,39.2K,38.2K,38.3K,38.0K
06-26-2018,5:00,GBP,M,MPC Member Haskel Speaks,,,,
06-26-2018,5:30,GBP,M,MPC Member McCafferty Speaks,,,,
06-26-2018,9:00,USD,L,S+P/CS Composite-20 HPI y/y,6.60%,6.90%,6.70%,6.80%
06-26-2018,9:59,USD,L,Richmond Manufacturing Index,20,15,16,
06-26-2018,10:00,USD,H,CB Consumer Confidence,126.4,127.6,128.8,128
06-26-2018,13:00,USD,M,FOMC Member Bostic Speaks,,,,
06-26-2018,18:45,NZD,M,Trade Balance,294M,100M,193M,263M
06-26-2018,21:00,NZD,H,ANZ Business Confidence,-39,,-27.2,
06-27-2018,1:58,GBP,L,Nationwide HPI m/m,0.50%,0.30%,-0.20%,
06-27-2018,4:00,CHF,M,Credit Suisse Economic Expectations,8,,28,
06-27-2018,4:00,EUR,L,Private Loans y/y,2.90%,3.00%,2.90%,
06-27-2018,4:00,EUR,M,M3 Money Supply y/y,4.00%,3.80%,3.80%,3.90%
06-27-2018,5:30,GBP,L,FPC Statement,,,,
06-27-2018,5:30,GBP,M,BOE Financial Stability Report,,,,
06-27-2018,6:00,GBP,H,BOE Gov Carney Speaks,,,,
06-27-2018,6:00,GBP,L,CBI Realized Sales,32,10,11,
06-27-2018,8:30,USD,H,Core Durable Goods Orders m/m,-0.30%,0.50%,1.90%,0.90%
06-27-2018,8:30,USD,L,Goods Trade Balance,-64.8B,-68.9B,-67.3B,-68.2B
06-27-2018,8:30,USD,L,Prelim Wholesale Inventories m/m,0.50%,0.20%,0.10%,0.00%
06-27-2018,8:30,USD,M,Durable Goods Orders m/m,-0.60%,-0.90%,-1.60%,-1.70%
06-27-2018,9:00,CHF,L,SNB Quarterly Bulletin,,,,
06-27-2018,9:00,CNY,L,CB Leading Index m/m,2.10%,,1.60%,1.50%
06-27-2018,10:00,USD,L,Pending Home Sales m/m,-0.50%,0.40%,-1.30%,
06-27-2018,10:30,USD,H,Crude Oil Inventories,-9.9M,-2.4M,-5.9M,
06-27-2018,11:00,USD,M,FOMC Member Quarles Speaks,,,,
06-27-2018,15:00,CAD,H,BOC Gov Poloz Speaks,,,,
06-27-2018,17:00,NZD,H,Official Cash Rate,1.75%,1.75%,1.75%,
06-27-2018,17:00,NZD,H,RBNZ Rate Statement,,,,
06-27-2018,19:50,JPY,L,Retail Sales y/y,0.60%,1.30%,1.50%,1.60%
06-28-2018,0:01,EUR,H,EU Economic Summit [Day 1],,,,
06-28-2018,0:01,EUR,M,German Prelim CPI m/m [All Day],0.10%,0.20%,0.50%,
06-28-2018,2:00,EUR,L,German GfK Consumer Climate,10.7,10.6,10.7,
06-28-2018,3:00,EUR,M,Spanish Flash CPI y/y,2.30%,2.30%,2.10%,2.00%
06-28-2018,4:00,EUR,L,ECB Economic Bulletin,,,,
06-28-2018,5:00,EUR,L,Italian Prelim CPI m/m,0.30%,0.20%,0.30%,0.40%
06-28-2018,5:17,EUR,L,Italian 10-y Bond Auction,2.77|1.3,,3.00|1.5,
06-28-2018,8:30,USD,H,Final GDP q/q,2.00%,2.20%,2.20%,
06-28-2018,8:30,USD,L,Final GDP Price Index q/q,2.20%,1.90%,1.90%,
06-28-2018,8:30,USD,M,Unemployment Claims,227K,220K,218K,
06-28-2018,9:30,GBP,M,MPC Member Haldane Speaks,,,,
06-28-2018,10:30,USD,L,Natural Gas Storage,66B,73B,91B,
06-28-2018,12:00,USD,M,FOMC Member Bostic Speaks,,,,
06-28-2018,16:30,USD,L,Bank Stress Test Results,,,,
06-28-2018,18:45,NZD,L,Building Consents m/m,7.10%,,-3.60%,-3.70%
06-28-2018,19:01,GBP,L,GfK Consumer Confidence,-9,-7,-7,
06-28-2018,19:30,JPY,L,Tokyo Core CPI y/y,0.70%,0.60%,0.50%,
06-28-2018,19:30,JPY,L,Unemployment Rate,2.20%,2.50%,2.50%,
06-28-2018,19:50,JPY,L,Prelim Industrial Production m/m,-0.20%,-1.10%,0.50%,0.30%
06-28-2018,21:08,AUD,L,HIA New Home Sales m/m,-4.40%,,-4.20%,
06-28-2018,21:30,AUD,L,Private Sector Credit m/m,0.20%,0.40%,0.40%,
06-29-2018,0:01,EUR,M,EU Economic Summit [Day 2],,,,
06-29-2018,0:01,EUR,N,Italian Bank Holiday [All Day],,,,
06-29-2018,1:00,JPY,L,Housing Starts y/y,1.30%,-5.90%,0.30%,
06-29-2018,1:03,JPY,L,Consumer Confidence,43.7,43.9,43.8,
06-29-2018,2:00,EUR,L,German Import Prices m/m,1.60%,1.00%,0.60%,
06-29-2018,2:00,EUR,M,German Retail Sales m/m,-2.10%,-0.50%,1.60%,2.30%
06-29-2018,2:48,EUR,L,French Prelim CPI m/m,0.10%,0.10%,0.40%,
06-29-2018,2:52,EUR,L,French Consumer Spending m/m,0.90%,0.80%,-1.80%,-1.50%
06-29-2018,3:00,CHF,M,KOF Economic Barometer,101.7,100.3,100,
06-29-2018,3:55,EUR,L,German Unemployment Change,-15K,-8K,-12K,-11K
06-29-2018,4:30,GBP,H,Current Account,-17.7B,-18.0B,-19.5B,-18.4B
06-29-2018,4:30,GBP,L,Index of Services 3m-3m,0.20%,0.00%,0.30%,
06-29-2018,4:30,GBP,L,M4 Money Supply m/m,0.40%,0.30%,0.10%,0.20%
06-29-2018,4:30,GBP,L,Mortgage Approvals,65K,62K,63K,62K
06-29-2018,4:30,GBP,L,Revised Business Investment q/q,-0.40%,-0.20%,-0.20%,
06-29-2018,4:30,GBP,M,Final GDP q/q,0.20%,0.10%,0.10%,
06-29-2018,4:30,GBP,M,Net Lending to Individuals m/m,5.3B,5.2B,5.6B,5.7B
06-29-2018,5:00,EUR,M,Core CPI Flash Estimate y/y,1.00%,1.00%,1.10%,
06-29-2018,5:00,EUR,M,CPI Flash Estimate y/y,2.00%,2.00%,1.90%,
06-29-2018,8:30,CAD,H,GDP m/m,0.10%,0.00%,0.30%,
06-29-2018,8:30,CAD,L,IPPI m/m,1.00%,0.90%,0.40%,0.50%
06-29-2018,8:30,CAD,M,RMPI m/m,3.80%,1.20%,0.80%,0.70%
06-29-2018,8:30,USD,L,Personal Income m/m,0.40%,0.40%,0.20%,0.30%
06-29-2018,8:30,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.20%,
06-29-2018,8:30,USD,M,Personal Spending m/m,0.20%,0.40%,0.50%,0.60%
06-29-2018,9:45,USD,M,Chicago PMI,64.1,60.1,62.7,
06-29-2018,10:00,USD,L,Revised UoM Inflation Expectations,3.00%,,2.90%,
06-29-2018,10:00,USD,M,Revised UoM Consumer Sentiment,98.2,99.1,99.3,
06-29-2018,10:30,CAD,H,BOC Business Outlook Survey,,,,
06-29-2018,21:00,CNY,M,Manufacturing PMI,,51.7,51.9,
06-29-2018,21:00,CNY,M,Non-Manufacturing PMI,,54.7,54.9,
07-01-2018,18:30,AUD,L,AIG Manufacturing Index,57.4,,57.5,
07-01-2018,19:50,JPY,L,Tankan Manufacturing Index,21,22,24,
07-01-2018,19:50,JPY,L,Tankan Non-Manufacturing Index,24,23,23,
07-01-2018,20:30,JPY,L,Final Manufacturing PMI,53,53.1,53.1,
07-01-2018,21:00,AUD,L,MI Inflation Gauge m/m,0.00%,,0.00%,
07-01-2018,21:30,AUD,L,ANZ Job Advertisements m/m,-1.70%,,1.40%,1.50%
07-01-2018,21:45,CNY,M,Caixin Manufacturing PMI,51,51.1,51.1,
07-02-2018,0:01,CAD,N,Bank Holiday [All Day],,,,
07-02-2018,2:30,AUD,L,Commodity Prices y/y,6.60%,,3.50%,3.60%
07-02-2018,3:15,CHF,L,Retail Sales y/y,-0.10%,2.60%,2.90%,2.20%
07-02-2018,3:15,EUR,L,Spanish Manufacturing PMI,53.4,53.6,53.4,
07-02-2018,3:30,CHF,L,Manufacturing PMI,61.6,61.1,62.4,
07-02-2018,3:45,EUR,L,Italian Manufacturing PMI,53.3,52.6,52.7,
07-02-2018,3:50,EUR,L,French Final Manufacturing PMI,52.5,53.1,53.1,
07-02-2018,3:55,EUR,L,German Final Manufacturing PMI,55.9,55.9,55.9,
07-02-2018,4:00,EUR,L,Final Manufacturing PMI,54.9,55,55,
07-02-2018,4:00,EUR,L,Italian Monthly Unemployment Rate,10.70%,11.10%,11.00%,11.20%
07-02-2018,4:30,GBP,H,Manufacturing PMI,54.4,54.1,54.3,54.4
07-02-2018,5:00,EUR,L,Unemployment Rate,8.40%,8.50%,8.40%,8.50%
07-02-2018,9:45,USD,L,Final Manufacturing PMI,55.4,54.6,54.6,
07-02-2018,10:00,USD,H,ISM Manufacturing PMI,60.2,58.2,58.7,
07-02-2018,10:00,USD,L,Construction Spending m/m,0.40%,0.50%,0.90%,1.80%
07-02-2018,10:00,USD,L,ISM Manufacturing Prices,76.8,74.3,79.5,
07-02-2018,18:00,NZD,M,NZIER Business Confidence,-20,,-11,
07-02-2018,19:50,JPY,L,Monetary Base y/y,7.40%,8.30%,8.10%,
07-02-2018,21:30,AUD,M,Building Approvals m/m,-3.20%,0.10%,-5.60%,-5.00%
07-02-2018,23:35,JPY,L,10-y Bond Auction,0.04|4.4,,0.05|4.4,
07-03-2018,0:01,USD,L,Total Vehicle Sales [All Day],17.5M,17.0M,16.9M,
07-03-2018,0:30,AUD,H,RBA Rate Statement,,,,
07-03-2018,0:30,AUD,M,Cash Rate,1.50%,1.50%,1.50%,
07-03-2018,2:45,EUR,L,French Gov Budget Balance,-55.1B,,-54.3B,
07-03-2018,3:00,EUR,L,Spanish Unemployment Change,-90.0K,-101.0K,-83.7K,
07-03-2018,4:30,GBP,H,Construction PMI,53.1,52.6,52.5,
07-03-2018,4:30,GBP,L,FPC Meeting Minutes,,,,
07-03-2018,5:00,EUR,L,PPI m/m,0.80%,0.40%,0.00%,
07-03-2018,5:00,EUR,L,Retail Sales m/m,0.00%,0.10%,-0.10%,0.10%
07-03-2018,5:36,GBP,L,10-y Bond Auction,1.43|2.3,,1.61|2.2,
07-03-2018,9:30,CAD,L,Manufacturing PMI,57.1,,56.2,
07-03-2018,9:59,USD,L,IBD/TIPP Economic Optimism,56.4,54.2,53.9,
07-03-2018,10:00,USD,L,Factory Orders m/m,0.40%,0.10%,-0.40%,-0.80%
07-03-2018,10:13,NZD,M,GDT Price Index,-5.00%,,-1.20%,
07-03-2018,18:30,AUD,L,AIG Services Index,63,,59,
07-03-2018,19:01,GBP,L,BRC Shop Price Index y/y,-0.50%,,-1.10%,
07-03-2018,21:00,NZD,L,ANZ Commodity Prices m/m,-1.00%,,1.50%,
07-03-2018,21:30,AUD,H,Retail Sales m/m,0.40%,0.30%,0.50%,0.40%
07-03-2018,21:30,AUD,H,Trade Balance,0.83B,1.21B,0.47B,0.98B
07-03-2018,21:45,CNY,M,Caixin Services PMI,53.9,52.7,52.9,
07-04-2018,0:01,USD,N,Bank Holiday [All Day],,,,
07-04-2018,3:15,EUR,L,Spanish Services PMI,55.4,56.3,56.4,
07-04-2018,3:45,EUR,L,Italian Services PMI,54.3,53.3,53.1,
07-04-2018,3:50,EUR,L,French Final Services PMI,55.9,56.4,56.4,
07-04-2018,3:55,EUR,L,German Final Services PMI,54.5,53.9,53.9,
07-04-2018,4:00,EUR,L,Final Services PMI,55.2,55,55,
07-04-2018,4:30,GBP,H,Services PMI,55.1,54,54,
07-04-2018,23:35,JPY,L,30-y Bond Auction,0.70|5.0,,0.71|4.2,
07-05-2018,1:58,EUR,L,German Factory Orders m/m,2.60%,1.10%,-1.60%,-2.50%
07-05-2018,3:15,CHF,L,CPI m/m,0.00%,0.10%,0.40%,
07-05-2018,4:10,EUR,L,Retail PMI,51.8,,51.7,
07-05-2018,4:30,GBP,L,Housing Equity Withdrawal q/q,-6.7B,-7.3B,-7.1B,-6.7B
07-05-2018,4:48,EUR,L,Spanish 10-y Bond Auction,1.58|1.9,,1.41|2.2,
07-05-2018,4:59,EUR,L,French 10-y Bond Auction,0.67|1.9,,0.90|1.9,
07-05-2018,5:45,GBP,H,BOE Gov Carney Speaks,,,,
07-05-2018,7:15,EUR,M,German Buba President Weidmann Speaks,,,,
07-05-2018,7:30,USD,L,Challenger Job Cuts y/y,19.60%,,-4.80%,
07-05-2018,8:15,USD,H,ADP Non-Farm Employment Change,177K,190K,189K,178K
07-05-2018,8:30,USD,M,Unemployment Claims,231K,225K,228K,227K
07-05-2018,9:45,USD,L,Final Services PMI,56.5,56.5,56.5,
07-05-2018,10:00,USD,H,ISM Non-Manufacturing PMI,59.1,58.3,58.6,
07-05-2018,11:00,USD,H,Crude Oil Inventories,1.2M,-4.4M,-9.9M,
07-05-2018,14:00,USD,H,FOMC Meeting Minutes,,,,
07-05-2018,18:30,AUD,L,AIG Construction Index,50.6,,54,
07-05-2018,19:30,JPY,L,Household Spending y/y,-3.90%,-1.50%,-1.30%,
07-05-2018,20:00,JPY,L,Average Cash Earnings y/y,2.10%,0.90%,0.60%,0.80%
07-06-2018,1:00,JPY,L,Leading Indicators,106.90%,106.50%,106.20%,105.60%
07-06-2018,1:56,EUR,L,German Industrial Production m/m,2.60%,0.30%,-1.30%,-1.00%
07-06-2018,2:45,EUR,L,French Trade Balance,-6.0B,-5.1B,-5.2B,-5.0B
07-06-2018,3:00,CHF,L,Foreign Currency Reserves,749B,,741B,
07-06-2018,3:30,GBP,M,Halifax HPI m/m,0.30%,0.30%,1.70%,1.50%
07-06-2018,4:00,EUR,L,Italian Retail Sales m/m,0.80%,0.40%,-0.60%,-0.70%
07-06-2018,8:30,CAD,H,Employment Change,31.8K,22.3K,-7.5K,
07-06-2018,8:30,CAD,H,Trade Balance,-2.8B,-2.2B,-1.9B,
07-06-2018,8:30,CAD,H,Unemployment Rate,6.00%,5.80%,5.80%,
07-06-2018,8:30,USD,H,Average Hourly Earnings m/m,0.20%,0.30%,0.30%,
07-06-2018,8:30,USD,H,Non-Farm Employment Change,213K,195K,244K,223K
07-06-2018,8:30,USD,H,Unemployment Rate,4.00%,3.80%,3.80%,
07-06-2018,8:30,USD,L,Trade Balance,-43.1B,-43.6B,-46.1B,-46.2B
07-06-2018,10:00,CAD,M,Ivey PMI,63.1,63.2,62.5,
07-06-2018,10:30,USD,L,Natural Gas Storage,78B,76B,66B,
07-07-2018,23:10,AUD,M,RBA Assist Gov Bullock Speaks,,,,
07-08-2018,19:50,JPY,L,Bank Lending y/y,2.20%,2.00%,2.00%,
07-08-2018,19:50,JPY,L,Current Account,1.85T,1.18T,1.89T,
07-08-2018,20:30,JPY,H,BOJ Gov Kuroda Speaks,,,,
07-09-2018,1:02,JPY,L,Economy Watchers Sentiment,48.1,48.2,47.1,
07-09-2018,1:45,CHF,L,Unemployment Rate,2.60%,2.50%,2.70%,2.60%
07-09-2018,2:00,EUR,L,German Trade Balance,20.3B,20.3B,19.0B,19.4B
07-09-2018,3:50,GBP,M,MPC Member Broadbent Speaks,,,,
07-09-2018,4:30,EUR,L,Sentix Investor Confidence,12.1,9,9.3,
07-09-2018,9:00,EUR,H,ECB President Draghi Speaks,,,,
07-09-2018,11:00,EUR,H,ECB President Draghi Speaks,,,,
07-09-2018,15:00,USD,L,Consumer Credit m/m,24.6B,12.2B,10.3B,9.3B
07-09-2018,19:01,GBP,L,BRC Retail Sales Monitor y/y,1.10%,1.00%,2.80%,
07-09-2018,19:50,JPY,L,M2 Money Stock y/y,3.20%,3.20%,3.20%,
07-09-2018,21:30,AUD,M,NAB Business Confidence,6,,7,6
07-09-2018,21:30,CNY,L,PPI y/y,4.70%,4.50%,4.10%,
07-09-2018,21:30,CNY,M,CPI y/y,1.90%,1.90%,1.80%,
07-10-2018,1:59,JPY,L,Prelim Machine Tool Orders y/y,11.40%,,14.90%,
07-10-2018,2:45,EUR,L,French Industrial Production m/m,-0.20%,0.70%,-0.50%,
07-10-2018,4:00,EUR,L,Italian Industrial Production m/m,0.70%,0.90%,-1.30%,-1.20%
07-10-2018,4:30,GBP,H,GDP m/m,0.30%,,,
07-10-2018,4:30,GBP,H,Manufacturing Production m/m,0.40%,1.00%,-1.30%,-1.40%
07-10-2018,4:30,GBP,L,Construction Output m/m,2.90%,0.40%,0.00%,0.50%
07-10-2018,4:30,GBP,L,Index of Services 3m-3m,0.40%,0.40%,0.20%,
07-10-2018,4:30,GBP,L,Industrial Production m/m,-0.40%,0.50%,-1.00%,-0.80%
07-10-2018,4:30,GBP,M,Goods Trade Balance,-12.4B,-11.9B,-12.4B,-14.0B
07-10-2018,5:00,EUR,L,ZEW Economic Sentiment,-18.7,-13.2,-12.6,
07-10-2018,5:00,EUR,M,German ZEW Economic Sentiment,-24.7,-17.9,-16.1,
07-10-2018,5:10,USD,L,NFIB Small Business Index,107.2,105.6,107.8,
07-10-2018,8:15,CAD,L,Housing Starts,248K,195K,194K,196K
07-10-2018,8:30,CAD,L,Building Permits m/m,4.70%,0.10%,-4.70%,-4.60%
07-10-2018,10:00,USD,L,JOLTS Job Openings,6.64M,6.88M,6.84M,6.70M
07-10-2018,19:50,JPY,L,Core Machinery Orders m/m,-3.70%,-5.20%,10.10%,
07-10-2018,19:50,JPY,L,PPI y/y,2.80%,2.80%,2.70%,
07-10-2018,20:30,AUD,L,Westpac Consumer Sentiment,3.90%,,0.30%,
07-10-2018,21:30,AUD,L,Home Loans m/m,1.10%,-1.90%,-0.90%,-1.40%
07-11-2018,0:30,JPY,L,Tertiary Industry Activity m/m,0.10%,-0.40%,1.00%,
07-11-2018,3:00,EUR,H,ECB President Draghi Speaks,,,,
07-11-2018,5:36,EUR,L,German 10-y Bond Auction,0.36|1.6,,0.48|1.1,
07-11-2018,8:01,GBP,L,NIESR GDP Estimate,0.40%,,0.20%,
07-11-2018,8:30,USD,M,Core PPI m/m,0.30%,0.20%,0.30%,
07-11-2018,8:30,USD,M,PPI m/m,0.30%,0.20%,0.50%,
07-11-2018,10:00,CAD,H,BOC Monetary Policy Report,,,,
07-11-2018,10:00,CAD,H,BOC Rate Statement,,,,
07-11-2018,10:00,CAD,H,Overnight Rate,1.50%,1.50%,1.25%,
07-11-2018,10:00,USD,L,Final Wholesale Inventories m/m,0.60%,0.50%,0.50%,
07-11-2018,10:30,USD,H,Crude Oil Inventories,-12.6M,-4.1M,1.2M,
07-11-2018,11:15,CAD,H,BOC Press Conference,,,,
07-11-2018,11:35,GBP,H,BOE Gov Carney Speaks,,,,
07-11-2018,13:01,USD,L,10-y Bond Auction,2.86|2.6,,2.96|2.6,
07-11-2018,16:30,USD,M,FOMC Member Williams Speaks,,,,
07-11-2018,18:45,NZD,L,FPI m/m,0.50%,,0.00%,
07-11-2018,19:01,GBP,L,RICS House Price Balance,2%,-3%,-2%,-3%
07-11-2018,21:00,AUD,L,MI Inflation Expectations,3.90%,,4.20%,
07-12-2018,0:01,EUR,L,Eurogroup Meetings [All Day],,,,
07-12-2018,2:00,EUR,L,German Final CPI m/m,0.10%,0.10%,0.10%,
07-12-2018,2:45,EUR,L,French Final CPI m/m,0.00%,0.10%,0.10%,
07-12-2018,3:11,CNY,L,Foreign Direct Investment ytd/y,1.10%,,1.30%,
07-12-2018,4:30,GBP,M,BOE Credit Conditions Survey,,,,
07-12-2018,5:00,EUR,L,Industrial Production m/m,1.30%,1.20%,-0.80%,-0.90%
07-12-2018,7:30,EUR,H,ECB Monetary Policy Meeting Accounts,,,,
07-12-2018,8:30,CAD,M,NHPI m/m,0.00%,0.10%,0.00%,
07-12-2018,8:30,USD,H,Core CPI m/m,0.20%,0.20%,0.20%,
07-12-2018,8:30,USD,H,CPI m/m,0.10%,0.20%,0.20%,
07-12-2018,8:30,USD,M,Unemployment Claims,214K,226K,232K,231K
07-12-2018,10:30,USD,L,Natural Gas Storage,51B,55B,78B,
07-12-2018,13:01,USD,L,30-y Bond Auction,2.96|2.3,,3.10|2.4,
07-12-2018,13:30,USD,H,Fed Chair Powell Speaks,,,,
07-12-2018,14:00,USD,L,Federal Budget Balance,-74.9B,-92.3B,-146.8B,
07-12-2018,18:30,NZD,M,Business NZ Manufacturing Index,52.8,,54.4,54.5
07-12-2018,23:01,CNY,M,Trade Balance,262B,188B,157B,
07-12-2018,23:03,CNY,L,USD-Denominated Trade Balance,41.6B,27.9B,24.9B,
07-13-2018,0:01,EUR,L,ECOFIN Meetings [All Day],,,,
07-13-2018,0:30,JPY,L,Revised Industrial Production m/m,-0.20%,-0.20%,-0.20%,
07-13-2018,2:00,EUR,L,German WPI m/m,0.50%,0.40%,0.80%,
07-13-2018,3:15,CHF,L,PPI m/m,0.20%,0.20%,0.20%,
07-13-2018,4:30,CNY,L,M2 Money Supply y/y,8.00%,8.40%,8.30%,
07-13-2018,4:30,CNY,L,New Loans,1840B,1570B,1150B,
07-13-2018,7:30,GBP,M,MPC Member Cunliffe Speaks,,,,
07-13-2018,8:30,USD,L,Import Prices m/m,-0.40%,0.10%,0.90%,0.60%
07-13-2018,10:00,USD,L,Revised UoM Inflation Expectations,2.90%,,3.00%,
07-13-2018,10:00,USD,M,Prelim UoM Consumer Sentiment,97.1,98.1,98.2,99.3
07-13-2018,11:00,USD,L,Fed Monetary Policy Report,,,,
07-13-2018,11:30,USD,M,FOMC Member Bostic Speaks,,,,
07-15-2018,0:01,JPY,N,Bank Holiday [All Day],,,,
07-15-2018,19:01,GBP,L,Rightmove HPI m/m,-0.10%,,0.40%,
07-15-2018,22:00,CNY,H,GDP q/y,6.70%,6.70%,6.80%,
07-15-2018,22:00,CNY,L,Retail Sales y/y,9.00%,8.80%,8.50%,
07-15-2018,22:00,CNY,L,Unemployment Rate,4.80%,,4.80%,
07-15-2018,22:00,CNY,M,Fixed Asset Investment ytd/y,6.00%,6.00%,6.10%,
07-15-2018,22:00,CNY,M,Industrial Production y/y,6.00%,6.50%,6.80%,
07-15-2018,22:00,CNY,M,NBS Press Conference,,,,
07-16-2018,4:04,EUR,L,Italian Trade Balance,3.38B,3.25B,2.99B,2.94B
07-16-2018,5:00,EUR,L,Trade Balance,16.9B,17.6B,18.0B,18.1B
07-16-2018,8:30,CAD,M,Foreign Securities Purchases,2.18B,7.03B,9.09B,9.13B
07-16-2018,8:30,USD,H,Core Retail Sales m/m,0.40%,0.40%,1.40%,0.90%
07-16-2018,8:30,USD,H,Retail Sales m/m,0.50%,0.40%,1.30%,0.80%
07-16-2018,8:30,USD,M,Empire State Manufacturing Index,22.6,20.3,25,
07-16-2018,10:00,USD,L,Business Inventories m/m,0.40%,0.40%,0.30%,
07-16-2018,18:45,NZD,H,CPI q/q,0.40%,0.50%,0.50%,
07-16-2018,21:30,AUD,H,Monetary Policy Meeting Minutes,,,,
07-17-2018,4:00,GBP,H,BOE Gov Carney Speaks,,,,
07-17-2018,4:30,GBP,H,Average Earnings Index 3m/y,2.50%,2.50%,2.60%,2.50%
07-17-2018,4:30,GBP,M,Claimant Count Change,7.8K,2.3K,-3.0K,-7.7K
07-17-2018,4:30,GBP,M,Unemployment Rate,4.20%,4.20%,4.20%,
07-17-2018,8:30,CAD,M,Manufacturing Sales m/m,1.40%,,-1.10%,-1.30%
07-17-2018,9:15,USD,M,Capacity Utilization Rate,78.00%,78.40%,77.70%,77.90%
07-17-2018,9:15,USD,M,Industrial Production m/m,0.60%,0.50%,-0.50%,-0.10%
07-17-2018,10:00,USD,H,Fed Chair Powell Testifies,,,,
07-17-2018,10:00,USD,L,NAHB Housing Market Index,68,69,68,
07-17-2018,10:25,NZD,M,GDT Price Index,-1.70%,,-5.00%,
07-17-2018,16:00,USD,L,TIC Long-Term Purchases,45.6B,34.3B,94.0B,93.9B
07-17-2018,20:30,AUD,L,MI Leading Index m/m,0.00%,,-0.20%,
07-18-2018,4:30,GBP,H,CPI y/y,2.40%,2.60%,2.40%,
07-18-2018,4:30,GBP,L,Core CPI y/y,1.90%,2.10%,2.10%,
07-18-2018,4:30,GBP,L,HPI y/y,3.00%,3.80%,3.50%,3.90%
07-18-2018,4:30,GBP,L,PPI Output m/m,0.10%,0.30%,0.50%,0.40%
07-18-2018,4:30,GBP,M,PPI Input m/m,0.20%,0.30%,3.30%,2.80%
07-18-2018,4:30,GBP,M,RPI y/y,3.40%,3.50%,3.30%,
07-18-2018,5:00,EUR,L,Final Core CPI y/y,0.90%,1.00%,1.00%,
07-18-2018,5:00,EUR,M,Final CPI y/y,2.00%,2.00%,2.00%,
07-18-2018,5:34,EUR,L,German 30-y Bond Auction,1.02|1.7,,1.06|1.2,
07-18-2018,8:30,USD,H,Building Permits,1.27M,1.33M,1.30M,
07-18-2018,8:30,USD,M,Housing Starts,1.17M,1.32M,1.34M,1.35M
07-18-2018,9:30,GBP,L,CB Leading Index m/m,0.00%,,-0.10%,-0.20%
07-18-2018,10:00,USD,H,Fed Chair Powell Testifies,,,,
07-18-2018,10:30,USD,H,Crude Oil Inventories,5.8M,-3.4M,-12.6M,
07-18-2018,14:00,USD,L,Beige Book,,,,
07-18-2018,19:50,JPY,L,Trade Balance,0.07T,0.15T,-0.30T,
07-18-2018,21:30,AUD,H,Employment Change,50.9K,16.7K,13.4K,12.0K
07-18-2018,21:30,AUD,H,Unemployment Rate,5.40%,5.40%,5.40%,
07-18-2018,21:30,AUD,L,NAB Quarterly Business Confidence,7,,8,7
07-19-2018,2:00,CHF,L,Trade Balance,2.59B,3.22B,2.81B,2.76B
07-19-2018,4:30,GBP,H,Retail Sales m/m,-0.50%,0.10%,1.40%,1.30%
07-19-2018,4:49,EUR,L,Spanish 10-y Bond Auction,1.31|1.5,,1.58|1.9,
07-19-2018,8:30,CAD,L,ADP Non-Farm Employment Change,-10.5K,,27.8K,2.9K
07-19-2018,8:30,USD,M,Philly Fed Manufacturing Index,25.7,21.6,19.9,
07-19-2018,8:30,USD,M,Unemployment Claims,207K,220K,215K,214K
07-19-2018,9:00,USD,M,FOMC Member Quarles Speaks,,,,
07-19-2018,10:00,USD,L,CB Leading Index m/m,0.50%,0.40%,0.00%,0.20%
07-19-2018,10:30,USD,L,Natural Gas Storage,46B,58B,51B,
07-19-2018,18:45,NZD,L,Visitor Arrivals m/m,-3.50%,,2.40%,2.70%
07-19-2018,19:30,JPY,L,National Core CPI y/y,0.80%,0.80%,0.70%,
07-19-2018,23:00,NZD,L,Credit Card Spending y/y,5.70%,,3.70%,
07-20-2018,0:30,JPY,L,All Industries Activity m/m,0.10%,0.00%,1.00%,
07-20-2018,2:00,EUR,L,German PPI m/m,0.30%,0.30%,0.50%,
07-20-2018,4:00,EUR,L,Current Account,22.4B,27.2B,29.6B,28.4B
07-20-2018,4:30,GBP,M,Public Sector Net Borrowing,4.5B,3.6B,3.9B,3.4B
07-20-2018,8:30,CAD,H,Core Retail Sales m/m,1.40%,0.60%,0.20%,-0.10%
07-20-2018,8:30,CAD,H,CPI m/m,0.10%,0.10%,0.10%,
07-20-2018,8:30,CAD,M,Common CPI y/y,1.90%,,1.90%,
07-20-2018,8:30,CAD,M,Median CPI y/y,2.00%,,2.00%,1.90%
